line,station,hour,day_of_week,is_weekend,is_peak_hour,crowd_level
Western,Borivali,20,Friday,0,1,High
Western,Borivali,21,Friday,0,1,High
Western,Borivali,22,Friday,0,0,Low
Western,Borivali,23,Friday,0,0,Low
Western,Borivali,0,Saturday,1,0,Low
Western,Borivali,1,Saturday,1,0,Low
Western,Borivali,2,Saturday,1,0,Low
Western,Borivali,3,Saturday,1,0,Low
Western,Borivali,4,Saturday,1,0,Low
Western,Borivali,5,Saturday,1,0,Low
Western,Borivali,6,Saturday,1,0,Low
Western,Borivali,7,Saturday,1,0,Low
Western,Borivali,8,Saturday,1,1,Low
Western,Borivali,9,Saturday,1,1,Low
Western,Borivali,10,Saturday,1,1,Low
Western,Borivali,11,Saturday,1,0,Medium
Western,Borivali,12,Saturday,1,0,Medium
Western,Borivali,13,Saturday,1,0,Medium
Western,Borivali,14,Saturday,1,0,Medium
Western,Borivali,15,Saturday,1,0,Medium
Western,Borivali,16,Saturday,1,0,Medium
Western,Borivali,17,Saturday,1,0,Medium
Western,Borivali,18,Saturday,1,1,Medium
Western,Borivali,19,Saturday,1,1,Medium
Western,Borivali,20,Saturday,1,1,Medium
Western,Borivali,21,Saturday,1,1,Low
Western,Borivali,22,Saturday,1,0,Low
Western,Borivali,23,Saturday,1,0,Low
Western,Borivali,0,Sunday,1,0,Low
Western,Borivali,1,Sunday,1,0,Low
Western,Borivali,2,Sunday,1,0,Low
Western,Borivali,3,Sunday,1,0,Low
Western,Borivali,4,Sunday,1,0,Low
Western,Borivali,5,Sunday,1,0,Low
Western,Borivali,6,Sunday,1,0,Low
Western,Borivali,7,Sunday,1,0,Low
Western,Borivali,8,Sunday,1,1,Low
Western,Borivali,9,Sunday,1,1,Low
Western,Borivali,10,Sunday,1,1,Low
Western,Borivali,11,Sunday,1,0,Medium
Western,Borivali,12,Sunday,1,0,Medium
Western,Borivali,13,Sunday,1,0,Medium
Western,Borivali,14,Sunday,1,0,Medium
Western,Borivali,15,Sunday,1,0,Medium
Western,Borivali,16,Sunday,1,0,Medium
Western,Borivali,17,Sunday,1,0,Medium
Western,Borivali,18,Sunday,1,1,Medium
Western,Borivali,19,Sunday,1,1,Medium
Western,Borivali,20,Sunday,1,1,Medium
Western,Borivali,21,Sunday,1,1,Low
Western,Borivali,22,Sunday,1,0,Low
Western,Borivali,23,Sunday,1,0,Low
Central,Kurla,0,Monday,0,0,Low
Central,Kurla,1,Monday,0,0,Low
Central,Kurla,2,Monday,0,0,Low
Central,Kurla,3,Monday,0,0,Low
Central,Kurla,4,Monday,0,0,Low
Central,Kurla,5,Monday,0,0,Low
Central,Kurla,6,Monday,0,0,Low
Central,Kurla,7,Monday,0,0,Low
Central,Kurla,8,Monday,0,1,Extreme
Central,Kurla,9,Monday,0,1,Extreme
Central,Kurla,10,Monday,0,1,Extreme
Central,Kurla,11,Monday,0,0,Medium
Central,Kurla,12,Monday,0,0,Medium
Central,Kurla,13,Monday,0,0,Medium
Central,Kurla,14,Monday,0,0,Medium
Central,Kurla,15,Monday,0,0,Medium
Central,Kurla,16,Monday,0,0,Medium
Central,Kurla,17,Monday,0,0,Medium
Central,Kurla,18,Monday,0,1,Extreme
Central,Kurla,19,Monday,0,1,Extreme
Central,Kurla,20,Monday,0,1,Extreme
Central,Kurla,21,Monday,0,1,Extreme
Central,Kurla,22,Monday,0,0,Low
Central,Kurla,23,Monday,0,0,Low
Central,Kurla,0,Tuesday,0,0,Low
Central,Kurla,1,Tuesday,0,0,Low
Central,Kurla,2,Tuesday,0,0,Low
Central,Kurla,3,Tuesday,0,0,Low
Central,Kurla,4,Tuesday,0,0,Low
Central,Kurla,5,Tuesday,0,0,Low
Central,Kurla,6,Tuesday,0,0,Low
Central,Kurla,7,Tuesday,0,0,Low
Central,Kurla,8,Tuesday,0,1,Extreme
Central,Kurla,9,Tuesday,0,1,Extreme
Central,Kurla,10,Tuesday,0,1,Extreme
Central,Kurla,11,Tuesday,0,0,Medium
Central,Kurla,12,Tuesday,0,0,Medium
Central,Kurla,13,Tuesday,0,0,Medium
Central,Kurla,14,Tuesday,0,0,Medium
Central,Kurla,15,Tuesday,0,0,Medium
Central,Kurla,16,Tuesday,0,0,Medium
Central,Kurla,17,Tuesday,0,0,Medium
Central,Kurla,18,Tuesday,0,1,Extreme
Central,Kurla,19,Tuesday,0,1,Extreme
Central,Kurla,20,Tuesday,0,1,Extreme
Central,Kurla,21,Tuesday,0,1,Extreme
Central,Kurla,22,Tuesday,0,0,Low
Central,Kurla,23,Tuesday,0,0,Low
Central,Kurla,0,Wednesday,0,0,Low
Central,Kurla,1,Wednesday,0,0,Low
Central,Kurla,2,Wednesday,0,0,Low
Central,Kurla,3,Wednesday,0,0,Low
Central,Kurla,4,Wednesday,0,0,Low
Central,Kurla,5,Wednesday,0,0,Low
Central,Kurla,6,Wednesday,0,0,Low
Central,Kurla,7,Wednesday,0,0,Low
Central,Kurla,8,Wednesday,0,1,Extreme
Central,Kurla,9,Wednesday,0,1,Extreme
Central,Kurla,10,Wednesday,0,1,Extreme
Central,Kurla,11,Wednesday,0,0,Medium
Central,Kurla,12,Wednesday,0,0,Medium
Central,Kurla,13,Wednesday,0,0,Medium
Central,Kurla,14,Wednesday,0,0,Medium
Central,Kurla,15,Wednesday,0,0,Medium
Central,Kurla,16,Wednesday,0,0,Medium
Central,Kurla,17,Wednesday,0,0,Medium
Central,Kurla,18,Wednesday,0,1,Extreme
Central,Kurla,19,Wednesday,0,1,Extreme
Central,Kurla,20,Wednesday,0,1,Extreme
Central,Kurla,21,Wednesday,0,1,Extreme
Central,Kurla,22,Wednesday,0,0,Low
Central,Kurla,23,Wednesday,0,0,Low
Central,Kurla,0,Thursday,0,0,Low
Central,Kurla,1,Thursday,0,0,Low
Central,Kurla,2,Thursday,0,0,Low
Central,Kurla,3,Thursday,0,0,Low
Central,Kurla,4,Thursday,0,0,Low
Central,Kurla,5,Thursday,0,0,Low
Central,Kurla,6,Thursday,0,0,Low
Central,Kurla,7,Thursday,0,0,Low
Central,Kurla,8,Thursday,0,1,Extreme
Central,Kurla,9,Thursday,0,1,Extreme
Central,Kurla,10,Thursday,0,1,Extreme
Central,Kurla,11,Thursday,0,0,Medium
Central,Kurla,12,Thursday,0,0,Medium
Central,Kurla,13,Thursday,0,0,Medium
Central,Kurla,14,Thursday,0,0,Medium
Central,Kurla,15,Thursday,0,0,Medium
Central,Kurla,16,Thursday,0,0,Medium
Central,Kurla,17,Thursday,0,0,Medium
Central,Kurla,18,Thursday,0,1,Extreme
Central,Kurla,19,Thursday,0,1,Extreme
Central,Kurla,20,Thursday,0,1,Extreme
Central,Kurla,21,Thursday,0,1,Extreme
Central,Kurla,22,Thursday,0,0,Low
Central,Kurla,23,Thursday,0,0,Low
Central,Kurla,0,Friday,0,0,Low
Central,Kurla,1,Friday,0,0,Low
Central,Kurla,2,Friday,0,0,Low
Central,Kurla,3,Friday,0,0,Low
Central,Kurla,4,Friday,0,0,Low
Central,Kurla,5,Friday,0,0,Low
Central,Kurla,6,Friday,0,0,Low
Central,Kurla,7,Friday,0,0,Low
Central,Kurla,8,Friday,0,1,Extreme
Central,Kurla,9,Friday,0,1,Extreme
Central,Kurla,10,Friday,0,1,Extreme
Central,Kurla,11,Friday,0,0,Medium
Central,Kurla,12,Friday,0,0,Medium
Central,Kurla,13,Friday,0,0,Medium
Central,Kurla,14,Friday,0,0,Medium
Central,Kurla,15,Friday,0,0,Medium
Central,Kurla,16,Friday,0,0,Medium
Central,Kurla,17,Friday,0,0,Medium
Central,Kurla,18,Friday,0,1,Extreme
Central,Kurla,19,Friday,0,1,Extreme
Central,Kurla,20,Friday,0,1,Extreme
Central,Kurla,21,Friday,0,1,Extreme
Central,Kurla,22,Friday,0,0,Low
Central,Kurla,23,Friday,0,0,Low
Central,Kurla,0,Saturday,1,0,Low
Central,Kurla,1,Saturday,1,0,Low
Central,Kurla,2,Saturday,1,0,Low
Central,Kurla,3,Saturday,1,0,Low
Central,Kurla,4,Saturday,1,0,Low
Central,Kurla,5,Saturday,1,0,Low
Central,Kurla,6,Saturday,1,0,Low
Central,Kurla,7,Saturday,1,0,Low
Central,Kurla,8,Saturday,1,1,Low
Central,Kurla,9,Saturday,1,1,Low
Central,Kurla,10,Saturday,1,1,Low
Central,Kurla,11,Saturday,1,0,Medium
Central,Kurla,12,Saturday,1,0,Medium
Central,Kurla,13,Saturday,1,0,Medium
Central,Kurla,14,Saturday,1,0,Medium
Central,Kurla,15,Saturday,1,0,Medium
Central,Kurla,16,Saturday,1,0,Medium
Central,Kurla,17,Saturday,1,0,Medium
Central,Kurla,18,Saturday,1,1,Medium
Central,Kurla,19,Saturday,1,1,Medium
Central,Kurla,20,Saturday,1,1,Medium
Central,Kurla,21,Saturday,1,1,Low
Central,Kurla,22,Saturday,1,0,Low
Central,Kurla,23,Saturday,1,0,Low
Central,Kurla,0,Sunday,1,0,Low
Central,Kurla,1,Sunday,1,0,Low
Central,Kurla,2,Sunday,1,0,Low
Central,Kurla,3,Sunday,1,0,Low
Central,Kurla,4,Sunday,1,0,Low
Central,Kurla,5,Sunday,1,0,Low
Central,Kurla,6,Sunday,1,0,Low
Central,Kurla,7,Sunday,1,0,Low
Central,Kurla,8,Sunday,1,1,Low
Central,Kurla,9,Sunday,1,1,Low
Central,Kurla,10,Sunday,1,1,Low
Central,Kurla,11,Sunday,1,0,Medium
Central,Kurla,12,Sunday,1,0,Medium
Central,Kurla,13,Sunday,1,0,Medium
Central,Kurla,14,Sunday,1,0,Medium
Central,Kurla,15,Sunday,1,0,Medium
Central,Kurla,16,Sunday,1,0,Medium
Central,Kurla,17,Sunday,1,0,Medium
Central,Kurla,18,Sunday,1,1,Medium
Central,Kurla,19,Sunday,1,1,Medium
Central,Kurla,20,Sunday,1,1,Medium
Central,Kurla,21,Sunday,1,1,Low
Central,Kurla,22,Sunday,1,0,Low
Central,Kurla,23,Sunday,1,0,Low
Central,Ghatkopar,0,Monday,0,0,Low
Central,Ghatkopar,1,Monday,0,0,Low
Central,Ghatkopar,2,Monday,0,0,Low
Central,Ghatkopar,3,Monday,0,0,Low
Central,Ghatkopar,4,Monday,0,0,Low
Central,Ghatkopar,5,Monday,0,0,Low
Central,Ghatkopar,6,Monday,0,0,Low
Central,Ghatkopar,7,Monday,0,0,Low
Central,Ghatkopar,8,Monday,0,1,High
Central,Ghatkopar,9,Monday,0,1,High
Central,Ghatkopar,10,Monday,0,1,High
Central,Ghatkopar,11,Monday,0,0,Medium
Central,Ghatkopar,12,Monday,0,0,Medium
Central,Ghatkopar,13,Monday,0,0,Medium
Central,Ghatkopar,14,Monday,0,0,Medium
Central,Ghatkopar,15,Monday,0,0,Medium
Central,Ghatkopar,16,Monday,0,0,Medium
Central,Ghatkopar,17,Monday,0,0,Medium
Central,Ghatkopar,18,Monday,0,1,High
Central,Ghatkopar,19,Monday,0,1,High
Central,Ghatkopar,20,Monday,0,1,High
Central,Ghatkopar,21,Monday,0,1,High
Central,Ghatkopar,22,Monday,0,0,Low
Central,Ghatkopar,23,Monday,0,0,Low
Central,Ghatkopar,0,Tuesday,0,0,Low
Central,Ghatkopar,1,Tuesday,0,0,Low
Central,Ghatkopar,2,Tuesday,0,0,Low
Central,Ghatkopar,3,Tuesday,0,0,Low
Central,Ghatkopar,4,Tuesday,0,0,Low
Central,Ghatkopar,5,Tuesday,0,0,Low
Central,Ghatkopar,6,Tuesday,0,0,Low
Central,Ghatkopar,7,Tuesday,0,0,Low
Central,Ghatkopar,8,Tuesday,0,1,High
Central,Ghatkopar,9,Tuesday,0,1,High
Central,Ghatkopar,10,Tuesday,0,1,High
Central,Ghatkopar,11,Tuesday,0,0,Medium
Central,Ghatkopar,12,Tuesday,0,0,Medium
Central,Ghatkopar,13,Tuesday,0,0,Medium
Central,Ghatkopar,14,Tuesday,0,0,Medium
Central,Ghatkopar,15,Tuesday,0,0,Medium
Central,Ghatkopar,16,Tuesday,0,0,Medium
Central,Ghatkopar,17,Tuesday,0,0,Medium
Central,Ghatkopar,18,Tuesday,0,1,High
Central,Ghatkopar,19,Tuesday,0,1,High
Central,Ghatkopar,20,Tuesday,0,1,High
Central,Ghatkopar,21,Tuesday,0,1,High
Central,Ghatkopar,22,Tuesday,0,0,Low
Central,Ghatkopar,23,Tuesday,0,0,Low
Central,Ghatkopar,0,Wednesday,0,0,Low
Central,Ghatkopar,1,Wednesday,0,0,Low
Central,Ghatkopar,2,Wednesday,0,0,Low
Central,Ghatkopar,3,Wednesday,0,0,Low
Central,Ghatkopar,4,Wednesday,0,0,Low
Central,Ghatkopar,5,Wednesday,0,0,Low
Central,Ghatkopar,6,Wednesday,0,0,Low
Central,Ghatkopar,7,Wednesday,0,0,Low
Central,Ghatkopar,8,Wednesday,0,1,High
Central,Ghatkopar,9,Wednesday,0,1,High
Central,Ghatkopar,10,Wednesday,0,1,High
Central,Ghatkopar,11,Wednesday,0,0,Medium
Central,Ghatkopar,12,Wednesday,0,0,Medium
Central,Ghatkopar,13,Wednesday,0,0,Medium
Central,Ghatkopar,14,Wednesday,0,0,Medium
Central,Ghatkopar,15,Wednesday,0,0,Medium
Central,Ghatkopar,16,Wednesday,0,0,Medium
Central,Ghatkopar,17,Wednesday,0,0,Medium
Central,Ghatkopar,18,Wednesday,0,1,High
Central,Ghatkopar,19,Wednesday,0,1,High
Central,Ghatkopar,20,Wednesday,0,1,High
Central,Ghatkopar,21,Wednesday,0,1,High
Central,Ghatkopar,22,Wednesday,0,0,Low
Central,Ghatkopar,23,Wednesday,0,0,Low
Central,Ghatkopar,0,Thursday,0,0,Low
Central,Ghatkopar,1,Thursday,0,0,Low
Central,Ghatkopar,2,Thursday,0,0,Low
Central,Ghatkopar,3,Thursday,0,0,Low
Central,Ghatkopar,4,Thursday,0,0,Low
Central,Ghatkopar,5,Thursday,0,0,Low
Central,Ghatkopar,6,Thursday,0,0,Low
Central,Ghatkopar,7,Thursday,0,0,Low
Central,Ghatkopar,8,Thursday,0,1,High
Central,Ghatkopar,9,Thursday,0,1,High
Central,Ghatkopar,10,Thursday,0,1,High
Central,Ghatkopar,11,Thursday,0,0,Medium
Central,Ghatkopar,12,Thursday,0,0,Medium
Central,Ghatkopar,13,Thursday,0,0,Medium
Central,Ghatkopar,14,Thursday,0,0,Medium
Central,Ghatkopar,15,Thursday,0,0,Medium
Central,Ghatkopar,16,Thursday,0,0,Medium
Central,Ghatkopar,17,Thursday,0,0,Medium
Central,Ghatkopar,18,Thursday,0,1,High
Central,Ghatkopar,19,Thursday,0,1,High
Central,Ghatkopar,20,Thursday,0,1,High
Central,Ghatkopar,21,Thursday,0,1,High
Central,Ghatkopar,22,Thursday,0,0,Low
Central,Ghatkopar,23,Thursday,0,0,Low
Central,Ghatkopar,0,Friday,0,0,Low
Central,Ghatkopar,1,Friday,0,0,Low
Central,Ghatkopar,2,Friday,0,0,Low
Central,Ghatkopar,3,Friday,0,0,Low
Central,Ghatkopar,4,Friday,0,0,Low
Central,Ghatkopar,5,Friday,0,0,Low
Central,Ghatkopar,6,Friday,0,0,Low
Central,Ghatkopar,7,Friday,0,0,Low
Central,Ghatkopar,8,Friday,0,1,High
Central,Ghatkopar,9,Friday,0,1,High
Central,Ghatkopar,10,Friday,0,1,High
Central,Ghatkopar,11,Friday,0,0,Medium
Central,Ghatkopar,12,Friday,0,0,Medium
Central,Ghatkopar,13,Friday,0,0,Medium
Central,Ghatkopar,14,Friday,0,0,Medium
Central,Ghatkopar,15,Friday,0,0,Medium
Central,Ghatkopar,16,Friday,0,0,Medium
Central,Ghatkopar,17,Friday,0,0,Medium
Central,Ghatkopar,18,Friday,0,1,High
Central,Ghatkopar,19,Friday,0,1,High
Central,Ghatkopar,20,Friday,0,1,High
Central,Ghatkopar,21,Friday,0,1,High
Central,Ghatkopar,22,Friday,0,0,Low
Central,Ghatkopar,23,Friday,0,0,Low
Central,Ghatkopar,0,Saturday,1,0,Low
Central,Ghatkopar,1,Saturday,1,0,Low
Central,Ghatkopar,2,Saturday,1,0,Low
Central,Ghatkopar,3,Saturday,1,0,Low
Central,Ghatkopar,4,Saturday,1,0,Low
Central,Ghatkopar,5,Saturday,1,0,Low
Central,Ghatkopar,6,Saturday,1,0,Low
Central,Ghatkopar,7,Saturday,1,0,Low
Central,Ghatkopar,8,Saturday,1,1,Low
Central,Ghatkopar,9,Saturday,1,1,Low
Central,Ghatkopar,10,Saturday,1,1,Low
Central,Ghatkopar,11,Saturday,1,0,Medium
Central,Ghatkopar,12,Saturday,1,0,Medium
Central,Ghatkopar,13,Saturday,1,0,Medium
Central,Ghatkopar,14,Saturday,1,0,Medium
Central,Ghatkopar,15,Saturday,1,0,Medium
Central,Ghatkopar,16,Saturday,1,0,Medium
Central,Ghatkopar,17,Saturday,1,0,Medium
Central,Ghatkopar,18,Saturday,1,1,Medium
Central,Ghatkopar,19,Saturday,1,1,Medium
Central,Ghatkopar,20,Saturday,1,1,Medium
Central,Ghatkopar,21,Saturday,1,1,Low
Central,Ghatkopar,22,Saturday,1,0,Low
Central,Ghatkopar,23,Saturday,1,0,Low
Central,Ghatkopar,0,Sunday,1,0,Low
Central,Ghatkopar,1,Sunday,1,0,Low
Central,Ghatkopar,2,Sunday,1,0,Low
Central,Ghatkopar,3,Sunday,1,0,Low
Central,Ghatkopar,4,Sunday,1,0,Low
Central,Ghatkopar,5,Sunday,1,0,Low
Central,Ghatkopar,6,Sunday,1,0,Low
Central,Ghatkopar,7,Sunday,1,0,Low
Central,Ghatkopar,8,Sunday,1,1,Low
Central,Ghatkopar,9,Sunday,1,1,Low
Central,Ghatkopar,10,Sunday,1,1,Low
Central,Ghatkopar,11,Sunday,1,0,Medium
Central,Ghatkopar,12,Sunday,1,0,Medium
Central,Ghatkopar,13,Sunday,1,0,Medium
Central,Ghatkopar,14,Sunday,1,0,Medium
Central,Ghatkopar,15,Sunday,1,0,Medium
Central,Ghatkopar,16,Sunday,1,0,Medium
Central,Ghatkopar,17,Sunday,1,0,Medium
Central,Ghatkopar,18,Sunday,1,1,Medium
Central,Ghatkopar,19,Sunday,1,1,Medium
Central,Ghatkopar,20,Sunday,1,1,Medium
Central,Ghatkopar,21,Sunday,1,1,Low
Central,Ghatkopar,22,Sunday,1,0,Low
Central,Ghatkopar,23,Sunday,1,0,Low
Central,Dadar,0,Monday,0,0,Low
Central,Dadar,1,Monday,0,0,Low
Central,Dadar,2,Monday,0,0,Low
Central,Dadar,3,Monday,0,0,Low
Central,Dadar,4,Monday,0,0,Low
Central,Dadar,5,Monday,0,0,Low
Central,Dadar,6,Monday,0,0,Low
Central,Dadar,7,Monday,0,0,Low
Central,Dadar,8,Monday,0,1,Extreme
Central,Dadar,9,Monday,0,1,Extreme
Central,Dadar,10,Monday,0,1,Extreme
Central,Dadar,11,Monday,0,0,Medium
Central,Dadar,12,Monday,0,0,Medium
Central,Dadar,13,Monday,0,0,Medium
Central,Dadar,14,Monday,0,0,Medium
Central,Dadar,15,Monday,0,0,Medium
Central,Dadar,16,Monday,0,0,Medium
Central,Dadar,17,Monday,0,0,Medium
Central,Dadar,18,Monday,0,1,Extreme
Central,Dadar,19,Monday,0,1,Extreme
Central,Dadar,20,Monday,0,1,Extreme
Central,Dadar,21,Monday,0,1,Extreme
Central,Dadar,22,Monday,0,0,Low
Central,Dadar,23,Monday,0,0,Low
Central,Dadar,0,Tuesday,0,0,Low
Central,Dadar,1,Tuesday,0,0,Low
Central,Dadar,2,Tuesday,0,0,Low
Central,Dadar,3,Tuesday,0,0,Low
Central,Dadar,4,Tuesday,0,0,Low
Central,Dadar,5,Tuesday,0,0,Low
Central,Dadar,6,Tuesday,0,0,Low
Central,Dadar,7,Tuesday,0,0,Low
Central,Dadar,8,Tuesday,0,1,Extreme
Central,Dadar,9,Tuesday,0,1,Extreme
Central,Dadar,10,Tuesday,0,1,Extreme
Central,Dadar,11,Tuesday,0,0,Medium
Central,Dadar,12,Tuesday,0,0,Medium
Central,Dadar,13,Tuesday,0,0,Medium
Central,Dadar,14,Tuesday,0,0,Medium
Central,Dadar,15,Tuesday,0,0,Medium
Central,Dadar,16,Tuesday,0,0,Medium
Central,Dadar,17,Tuesday,0,0,Medium
Central,Dadar,18,Tuesday,0,1,Extreme
Central,Dadar,19,Tuesday,0,1,Extreme
Central,Dadar,20,Tuesday,0,1,Extreme
Central,Dadar,21,Tuesday,0,1,Extreme
Central,Dadar,22,Tuesday,0,0,Low
Central,Dadar,23,Tuesday,0,0,Low
Central,Dadar,0,Wednesday,0,0,Low
Central,Dadar,1,Wednesday,0,0,Low
Central,Dadar,2,Wednesday,0,0,Low
Central,Dadar,3,Wednesday,0,0,Low
Central,Dadar,4,Wednesday,0,0,Low
Central,Dadar,5,Wednesday,0,0,Low
Central,Dadar,6,Wednesday,0,0,Low
Central,Dadar,7,Wednesday,0,0,Low
Central,Dadar,8,Wednesday,0,1,Extreme
Central,Dadar,9,Wednesday,0,1,Extreme
Central,Dadar,10,Wednesday,0,1,Extreme
Central,Dadar,11,Wednesday,0,0,Medium
Central,Dadar,12,Wednesday,0,0,Medium
Central,Dadar,13,Wednesday,0,0,Medium
Central,Dadar,14,Wednesday,0,0,Medium
Central,Dadar,15,Wednesday,0,0,Medium
Central,Dadar,16,Wednesday,0,0,Medium
Central,Dadar,17,Wednesday,0,0,Medium
Central,Dadar,18,Wednesday,0,1,Extreme
Central,Dadar,19,Wednesday,0,1,Extreme
Central,Dadar,20,Wednesday,0,1,Extreme
Central,Dadar,21,Wednesday,0,1,Extreme
Central,Dadar,22,Wednesday,0,0,Low
Central,Dadar,23,Wednesday,0,0,Low
Central,Dadar,0,Thursday,0,0,Low
Central,Dadar,1,Thursday,0,0,Low
Central,Dadar,2,Thursday,0,0,Low
Central,Dadar,3,Thursday,0,0,Low
Central,Dadar,4,Thursday,0,0,Low
Central,Dadar,5,Thursday,0,0,Low
Central,Dadar,6,Thursday,0,0,Low
Central,Dadar,7,Thursday,0,0,Low
Central,Dadar,8,Thursday,0,1,Extreme
Central,Dadar,9,Thursday,0,1,Extreme
Central,Dadar,10,Thursday,0,1,Extreme
Central,Dadar,11,Thursday,0,0,Medium
Central,Dadar,12,Thursday,0,0,Medium
Central,Dadar,13,Thursday,0,0,Medium
Central,Dadar,14,Thursday,0,0,Medium
Central,Dadar,15,Thursday,0,0,Medium
Central,Dadar,16,Thursday,0,0,Medium
Central,Dadar,17,Thursday,0,0,Medium
Central,Dadar,18,Thursday,0,1,Extreme
Central,Dadar,19,Thursday,0,1,Extreme
Central,Dadar,20,Thursday,0,1,Extreme
Central,Dadar,21,Thursday,0,1,Extreme
Central,Dadar,22,Thursday,0,0,Low
Central,Dadar,23,Thursday,0,0,Low
Central,Dadar,0,Friday,0,0,Low
Central,Dadar,1,Friday,0,0,Low
Central,Dadar,2,Friday,0,0,Low
Central,Dadar,3,Friday,0,0,Low
Central,Dadar,4,Friday,0,0,Low
Central,Dadar,5,Friday,0,0,Low
Central,Dadar,6,Friday,0,0,Low
Central,Dadar,7,Friday,0,0,Low
Central,Dadar,8,Friday,0,1,Extreme
Central,Dadar,9,Friday,0,1,Extreme
Central,Dadar,10,Friday,0,1,Extreme
Central,Dadar,11,Friday,0,0,Medium
Central,Dadar,12,Friday,0,0,Medium
Central,Dadar,13,Friday,0,0,Medium
Central,Dadar,14,Friday,0,0,Medium
Central,Dadar,15,Friday,0,0,Medium
Central,Dadar,16,Friday,0,0,Medium
Central,Dadar,17,Friday,0,0,Medium
Central,Dadar,18,Friday,0,1,Extreme
Central,Dadar,19,Friday,0,1,Extreme
Central,Dadar,20,Friday,0,1,Extreme
Central,Dadar,21,Friday,0,1,Extreme
Central,Dadar,22,Friday,0,0,Low
Central,Dadar,23,Friday,0,0,Low
Central,Dadar,0,Saturday,1,0,Low
Central,Dadar,1,Saturday,1,0,Low
Central,Dadar,2,Saturday,1,0,Low
Central,Dadar,3,Saturday,1,0,Low
Central,Dadar,4,Saturday,1,0,Low
Central,Dadar,5,Saturday,1,0,Low
Central,Dadar,6,Saturday,1,0,Low
Central,Dadar,7,Saturday,1,0,Low
Central,Dadar,8,Saturday,1,1,Low
Central,Dadar,9,Saturday,1,1,Low
Central,Dadar,10,Saturday,1,1,Low
Central,Dadar,11,Saturday,1,0,Medium
Central,Dadar,12,Saturday,1,0,Medium
Central,Dadar,13,Saturday,1,0,Medium
Central,Dadar,14,Saturday,1,0,Medium
Central,Dadar,15,Saturday,1,0,Medium
Central,Dadar,16,Saturday,1,0,Medium
Central,Dadar,17,Saturday,1,0,Medium
Central,Dadar,18,Saturday,1,1,Medium
Central,Dadar,19,Saturday,1,1,Medium
Central,Dadar,20,Saturday,1,1,Medium
Central,Dadar,21,Saturday,1,1,Low
Central,Dadar,22,Saturday,1,0,Low
Central,Dadar,23,Saturday,1,0,Low
Central,Dadar,0,Sunday,1,0,Low
Central,Dadar,1,Sunday,1,0,Low
Central,Dadar,2,Sunday,1,0,Low
Central,Dadar,3,Sunday,1,0,Low
Central,Dadar,4,Sunday,1,0,Low
Central,Dadar,5,Sunday,1,0,Low
Central,Dadar,6,Sunday,1,0,Low
Central,Dadar,7,Sunday,1,0,Low
Central,Dadar,8,Sunday,1,1,Low
Central,Dadar,9,Sunday,1,1,Low
Central,Dadar,10,Sunday,1,1,Low
Central,Dadar,11,Sunday,1,0,Medium
Central,Dadar,12,Sunday,1,0,Medium
Central,Dadar,13,Sunday,1,0,Medium
Central,Dadar,14,Sunday,1,0,Medium
Central,Dadar,15,Sunday,1,0,Medium
Central,Dadar,16,Sunday,1,0,Medium
Central,Dadar,17,Sunday,1,0,Medium
Central,Dadar,18,Sunday,1,1,Medium
Central,Dadar,19,Sunday,1,1,Medium
Central,Dadar,20,Sunday,1,1,Medium
Central,Dadar,21,Sunday,1,1,Low
Central,Dadar,22,Sunday,1,0,Low
Central,Dadar,23,Sunday,1,0,Low
Central,Thane,0,Monday,0,0,Low
Central,Thane,1,Monday,0,0,Low
Central,Thane,2,Monday,0,0,Low
Central,Thane,3,Monday,0,0,Low
Central,Thane,4,Monday,0,0,Low
Central,Thane,5,Monday,0,0,Low
Central,Thane,6,Monday,0,0,Low
Central,Thane,7,Monday,0,0,Low
Central,Thane,8,Monday,0,1,High
Central,Thane,9,Monday,0,1,High
Central,Thane,10,Monday,0,1,High
Central,Thane,11,Monday,0,0,Medium
Central,Thane,12,Monday,0,0,Medium
Central,Thane,13,Monday,0,0,Medium
Central,Thane,14,Monday,0,0,Medium
Central,Thane,15,Monday,0,0,Medium
Central,Thane,16,Monday,0,0,Medium
Central,Thane,17,Monday,0,0,Medium
Central,Thane,18,Monday,0,1,High
Central,Thane,19,Monday,0,1,High
Central,Thane,20,Monday,0,1,High
Central,Thane,21,Monday,0,1,High
Central,Thane,22,Monday,0,0,Low
Central,Thane,23,Monday,0,0,Low
Central,Thane,0,Tuesday,0,0,Low
Central,Thane,1,Tuesday,0,0,Low
Central,Thane,2,Tuesday,0,0,Low
Central,Thane,3,Tuesday,0,0,Low
Central,Thane,4,Tuesday,0,0,Low
Central,Thane,5,Tuesday,0,0,Low
Central,Thane,6,Tuesday,0,0,Low
Central,Thane,7,Tuesday,0,0,Low
Central,Thane,8,Tuesday,0,1,High
Central,Thane,9,Tuesday,0,1,High
Central,Thane,10,Tuesday,0,1,High
Central,Thane,11,Tuesday,0,0,Medium
Central,Thane,12,Tuesday,0,0,Medium
Central,Thane,13,Tuesday,0,0,Medium
Central,Thane,14,Tuesday,0,0,Medium
Central,Thane,15,Tuesday,0,0,Medium
Central,Thane,16,Tuesday,0,0,Medium
Central,Thane,17,Tuesday,0,0,Medium
Central,Thane,18,Tuesday,0,1,High
Central,Thane,19,Tuesday,0,1,High
Central,Thane,20,Tuesday,0,1,High
